Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación;mensaje_completo;categoria_predicha;prioridad_predicha
ktaxi;loja;solicitud conductor;no hay ningún cliente;;;;2024-03-06 12:20:47;hashtag;1;solicitud conductor no hay ningún cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-10 19:14:07;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-23 21:21:24;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;actitud poco amigable;;;;2024-03-26 18:25:19;hashtag;2;solicitud conductor actitud poco amigable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-04-09 19:41:09;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;pide 2 unidades y se va en la q primero llegue..;;;;2024-01-24 22:35:51;hashtag;1;solicitud conductor pide 2 unidades y se va en la q primero llegue..;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente se va en otra unidad pone mal su ubicación;;;;2024-01-18 09:32:34;hashtag;1;solicitud conductor cliente se va en otra unidad pone mal su ubicación;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente se va en otro taxi;;;;2024-05-06 19:35:11;hashtag;1;solicitud conductor mal cliente se va en otro taxi;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;no puso taxímetro;;;;2024-03-10 08:40:18;hashtag;1;solicitud cliente no puso taxímetro;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;no cumple con el  actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-09 02:15:03;hashtag;1;solicitud cliente no cumple con el  actitud desagradable;problemas de comportamiento;Urgente
ecutaxi;latacunga;solicitud conductor;cliente no contesta;desde web: solicitud atendida por el conductor sin respeusta del cliente;;;2024-02-24 21:38:18;hashtag;1;solicitud conductor cliente no contesta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;solicita el taxi y se va en otro. a pesar que le di 2 mints y llegué al 1 minuto no debe de jugar con la app;;;;2024-04-25 08:58:02;hashtag;1;solicitud conductor solicita el taxi y se va en otro. a pesar que le di 2 mints y llegué al 1 minuto no debe de jugar con la app;problemas con el viaje;Alta
clipp;tulcán;solicitud conductor;cancelo la solicitud;desde web: solicitud cancelada por el cliente;;;2024-02-19 11:30:09;hashtag;1;solicitud conductor cancelo la solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo cliente llego al lugar y cancelo fui en  vano;;;;2024-05-05 18:34:10;hashtag;1;solicitud conductor pésimo cliente llego al lugar y cancelo fui en  vano;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente  pide el taxi para un amigo y está demaciado borracho no hay como dar el servicio;;;;2024-04-07 00:33:25;hashtag;1;solicitud conductor el cliente  pide el taxi para un amigo y está demaciado borracho no hay como dar el servicio;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable  canceló solicitud;;;;2024-01-01 12:41:50;hashtag;1;solicitud cliente actitud desagradable  canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancelo solicitud pésimo cliente;;;;2024-02-25 22:07:57;hashtag;1;solicitud conductor cliente cancelo solicitud pésimo cliente;problemas con el viaje;Alta
ktaxi;cochabamba;solicitud cliente;me perjudicó pq tenía q llevar a mi niño al colegio y llevo a otro pasajero   llevó otro cliente;;;;2024-03-20 07:03:44;hashtag;1;solicitud cliente me perjudicó pq tenía q llevar a mi niño al colegio y llevo a otro pasajero   llevó otro cliente;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;se va en otro taxi me retiro;;;;2024-04-14 18:11:15;hashtag;1;solicitud conductor se va en otro taxi me retiro;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;disculpe llego 2 taxis con el mismo nombre dice q a pedido uno;;;;2024-04-01 16:16:56;hashtag;1;solicitud conductor disculpe llego 2 taxis con el mismo nombre dice q a pedido uno;problemas con el viaje;Alta
ktaxi;riobamba;solicitud conductor;no sale;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;;;2024-02-27 20:17:04;hashtag;1;solicitud conductor no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela solicitud me hace venir en vano;;;;2024-01-07 09:45:22;hashtag;1;solicitud conductor cancela solicitud me hace venir en vano;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;otra dirección;;;;2024-03-13 18:43:59;hashtag;1;solicitud conductor otra dirección;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-23 12:34:20;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-23 16:05:09;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;consulta;buenos días en donde puedo conseguir un tensor de manos fitnes;;-2.881563;-78.97603;2024-01-14 08:29:52;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;consulta buenos días en donde puedo conseguir un tensor de manos fitnes;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;me hace esperar 15 min para no salir que manera de jugar con nuestro tiempo;;;;2024-05-02 09:31:57;hashtag;1;solicitud conductor me hace esperar 15 min para no salir que manera de jugar con nuestro tiempo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal la ubicación;;;;2024-04-30 18:34:58;hashtag;1;solicitud conductor mal la ubicación;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-04-21 13:18:39;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;cliente canselo llegando;;;;2024-04-07 20:32:23;hashtag;2;solicitud conductor cliente canselo llegando;otros problemas;Baja
ktaxi;loja;solicitud conductor;ndjs;;;;2024-02-16 17:37:01;hashtag;1;solicitud conductor ndjs;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-23 00:45:30;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no sale más hace pasar tiempo esperando se le llama y dice que no ha soltado actitud desagradable;;;;2024-04-26 09:05:41;hashtag;1;solicitud conductor cliente no sale más hace pasar tiempo esperando se le llama y dice que no ha soltado actitud desagradable;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente;;;;2024-04-14 14:31:50;hashtag;1;solicitud conductor mal cliente;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;se a retirado;;;;2024-03-09 16:23:49;hashtag;1;solicitud conductor se a retirado;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se fue en otro taxi y yo estaba ai le pite pero no le importo;;;;2024-04-19 21:47:57;hashtag;2;solicitud conductor se fue en otro taxi y yo estaba ai le pite pero no le importo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó a verme y salió que me había subido al carro;;;;2024-02-02 12:39:51;hashtag;1;solicitud cliente nunca llegó a verme y salió que me había subido al carro;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no puedo viear;;;;2024-03-19 07:47:05;hashtag;1;solicitud conductor no puedo viear;otros problemas;Baja
ktaxi;loja;solicitud conductor;no sale el clientes no contesta;;;;2024-01-15 19:11:36;hashtag;1;solicitud conductor no sale el clientes no contesta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;estado etilico;;;;2024-02-01 02:06:34;hashtag;1;solicitud conductor estado etilico;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;canceló la solicitud y no contesta;;;;2024-04-02 18:03:24;hashtag;1;solicitud conductor canceló la solicitud y no contesta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se demora mucho tiempo en salir;;;;2024-02-18 19:51:30;hashtag;1;solicitud conductor se demora mucho tiempo en salir;otros problemas;Baja
ktaxi;riobamba;una unidad ;una unidas;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;-1.626741;-78.560286;2024-01-29 01:13:13;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;una unidad  una unidas;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;coge otra unidad a la cliente;;;;2024-05-03 09:54:36;hashtag;1;solicitud conductor coge otra unidad a la cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no salio;;;;2024-04-27 12:43:14;hashtag;1;solicitud conductor no salio;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;cojio otra unidad;;;;2024-04-25 17:47:00;hashtag;1;solicitud conductor cojio otra unidad;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud cliente;actitud desagradable  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-19 07:33:37;hashtag;1;solicitud cliente actitud desagradable  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;vehículo incorrecto;;;;2024-02-21 16:55:15;hashtag;1;solicitud cliente vehículo incorrecto;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;actitud desagradable;;;;2024-02-04 23:19:14;hashtag;2;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;demasiado tráfico;;;;2024-03-08 13:28:01;hashtag;1;solicitud conductor demasiado tráfico;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;bien te cancelo la carrera;;;;2024-04-02 07:54:55;hashtag;1;solicitud conductor bien te cancelo la carrera;problemas con el viaje;Alta
azutaxi;cuenca;llamada a conductor desde historial;de casualidad no se me quedo la cedula en el vehiculo?;;-2.868102;-78.976378;2024-03-09 12:50:04;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;llamada a conductor desde historial de casualidad no se me quedo la cedula en el vehiculo?;objetos perdidos;Urgente
azutaxi;cuenca;solicitud conductor;cancela mal cliente ya en el lugar y coloco q ya abordo y no es asi;;;;2024-01-04 04:42:06;hashtag;1;solicitud conductor cancela mal cliente ya en el lugar y coloco q ya abordo y no es asi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no llegó a realizar la carrera  canceló solicitud  nunca llegó;;;;2024-03-14 17:02:30;hashtag;1;solicitud cliente no llegó a realizar la carrera  canceló solicitud  nunca llegó;problemas con el viaje;Alta
pinos seguro;chiclayo;solicitud conductor;bloquear está cuenta;;;;2024-02-19 08:36:08;hashtag;1;solicitud conductor bloquear está cuenta;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-06 09:48:06;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pesimo sellego y no responde;;;;2024-04-17 19:11:33;hashtag;1;solicitud conductor pesimo sellego y no responde;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-01-27 09:34:44;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-07 13:32:45;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-15 16:24:37;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente cancela la carrea;;;;2024-01-02 17:03:56;hashtag;1;solicitud conductor cliente cancela la carrea;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-11 14:34:31;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-01-03 09:41:46;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;loja;no llego nunca;no llego numca;;-3.97362;-79.224217;2024-02-19 13:56:34;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;no llego nunca no llego numca;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;me retiro no aprese;;;;2024-01-05 17:34:24;hashtag;1;solicitud conductor me retiro no aprese;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-04-21 10:34:21;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ecutaxi;cuenca;solicitud conductor;pidió del fashon y ya finalizó ya acepte da miedo cuando piden a ese lugar saben salir esa gente de los lobos con chichas borrachas y son gente malcriada;;;;2024-01-06 04:01:54;hashtag;1;solicitud conductor pidió del fashon y ya finalizó ya acepte da miedo cuando piden a ese lugar saben salir esa gente de los lobos con chichas borrachas y son gente malcriada;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-16 00:35:20;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;esta sra hace venir de aporgusto no enviar las unidades no sale nada pone que esta abordó es mentira;;;;2024-01-22 16:30:53;hashtag;1;solicitud conductor esta sra hace venir de aporgusto no enviar las unidades no sale nada pone que esta abordó es mentira;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;solicito el taxi no espero nada y se subio enotra unidad;;;;2024-04-16 14:54:08;hashtag;1;solicitud conductor solicito el taxi no espero nada y se subio enotra unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;cobra mucho... ese taxímetro está mal y el señor se hace bravo ante el reclamo....;;;;2024-04-25 14:04:39;hashtag;1;solicitud cliente cobra mucho... ese taxímetro está mal y el señor se hace bravo ante el reclamo....;problemas con el pago;Inmediata
ktaxi;loja;solicitud conductor;pide la unidad y no sale;;;;2024-02-10 16:18:34;hashtag;2;solicitud conductor pide la unidad y no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no quiere cancelar y no sale;;;;2024-04-07 03:02:29;hashtag;1;solicitud conductor no quiere cancelar y no sale;problemas con el viaje;Alta
ktaxi;quito;pre-registro;#1103782700  #estoydispuestoalcambio  #quieroserconductor | quiero trabajar con esta app como conductor;;-0.334432;-78.571063;2024-03-05 22:58:33;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #1103782700  #estoydispuestoalcambio  #quieroserconductor | quiero trabajar con esta app como conductor;mensaje de operador;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-25 07:03:46;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mala actitud;;;;2024-02-05 11:36:25;hashtag;1;solicitud conductor mala actitud;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;cancela la unidad diciendo que está a bordo;;;;2024-04-21 20:22:15;hashtag;1;solicitud conductor cancela la unidad diciendo que está a bordo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no tengo cables;;;;2024-03-23 18:51:21;hashtag;1;solicitud conductor no tengo cables;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no contesta el saludo y la música está muy alta;;;;2024-05-02 09:21:16;hashtag;1;solicitud cliente no contesta el saludo y la música está muy alta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no salió;;;;2024-04-15 12:01:37;hashtag;2;solicitud conductor el cliente no salió;problemas con el viaje;Alta
clipp taxi;;pre-registro;#quieroserconductor |  | pais:  | ciudad:  | referido:;  sin ciudad numero no valido para contactarse;0.0;0.0;2024-01-31 08:27:41;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #quieroserconductor |  | pais:  | ciudad:  | referido:;mensaje de operador;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-08 10:14:59;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
