Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación
azutaxi;cuenca;solicitud cliente;cobra mucho... ese taxímetro está mal y el señor se hace bravo ante el reclamo....;null;null;null;2024-04-25 14:04:39;hashtag;1
ktaxi;loja;solicitud conductor;pide la unidad y no sale;null;null;null;2024-02-10 16:18:34;hashtag;2
azutaxi;cuenca;solicitud conductor;no quiere cancelar y no sale;null;null;null;2024-04-07 03:02:29;hashtag;1
ktaxi;quito;pre-registro;#1103782700  #estoydispuestoalcambio  #quieroserconductor | quiero trabajar con esta app como conductor;null;-0.334432;-78.571063;2024-03-05 22:58:33;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-25 07:03:46;hashtag;1
azutaxi;cuenca;solicitud conductor;mala actitud;null;null;null;2024-02-05 11:36:25;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la unidad diciendo que está a bordo;null;null;null;2024-04-21 20:22:15;hashtag;1
azutaxi;cuenca;solicitud conductor;no tengo cables;null;null;null;2024-03-23 18:51:21;hashtag;1
azutaxi;cuenca;solicitud cliente;no contesta el saludo y la música está muy alta;null;null;null;2024-05-02 09:21:16;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no salió;null;null;null;2024-04-15 12:01:37;hashtag;2
clipp taxi;null;pre-registro;#quieroserconductor |  | pais:  | ciudad:  | referido:;  sin ciudad numero no valido para contactarse;0.000000;0.000000;2024-01-31 08:27:41;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-08 10:14:59;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-10 10:33:57;hashtag;1
ktaxi;quevedo;solicitud conductor;llego al sitio indicado y no esta, segun esta en otro lugar;null;null;null;2024-01-06 19:39:38;hashtag;1
azutaxi;cuenca;solicitud conductor;me cancela la carrera estando allí;null;null;null;2024-04-09 13:54:31;hashtag;1
azutaxi;cuenca;solicitud conductor;se esperó demasiado tiempo al cliente pero él nunca asomó en un lugar que no había ni estacionamiento estaba muy difícil el lugar a su taxi cristo rey;null;null;null;2024-04-14 16:17:12;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió el cliente;null;null;null;2024-02-24 15:20:04;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no quiere cancelar   el valor de la carrera   argumentando que no era.la ruta que ella quería que lo traslade....lo cual me parece muy injusto observación x favor;null;null;null;2024-04-17 14:52:16;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-22 18:58:50;hashtag;1
azutaxi;cuenca;solicitud conductor;mal ubicación del cliente;null;null;null;2024-02-16 18:19:11;hashtag;1
azutaxi;cuenca;solicitud cliente;le espere y no llego   llevó otro cliente  vehículo incorrecto  actitud desagradable  canceló solicitud  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-24 14:38:34;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancela la solicitud;null;null;null;2024-05-06 18:23:16;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-01-06 10:42:57;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: no presenta mayor número de cancelaciones;null;null;2024-01-07 16:23:39;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no salió le llamo y no sale la llamada le escribo y no contesta;null;null;null;2024-02-14 21:58:42;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente juega con la apple no sale;null;null;null;2024-03-05 06:56:32;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó   canceló solicitud;null;null;null;2024-02-19 06:41:28;hashtag;1
azutaxi;cuenca;solicitud conductor;tanto espera y paga solo lo que marca a lo que llegamos;null;null;null;2024-02-14 22:55:45;hashtag;2
ktaxi;loja;solicitud conductor;no llame para poder seguir trabajando dejo carreras para poder servir a los clientes que si saben esperar;null;null;null;2024-01-20 12:34:18;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo cliente nunca salió hace perder tiempo;null;null;null;2024-01-12 22:30:36;hashtag;1
clipp;loja;solicitud conductor;clientese ah ido;null;null;null;2024-01-30 13:38:18;hashtag;1
ktaxi;loja;solicitud cliente;canceló solicitud;null;null;null;2024-04-12 13:13:20;hashtag;1
ktaxi;ambato;solicitud conductor;cliente no sale ni responde el teléfono;null;null;null;2024-02-22 20:18:06;hashtag;1
azutaxi;cuenca;solicitud conductor;clínica no espera la unidad y cuando se le llama se hace el que no sabe de que le hablan;null;null;null;2024-05-07 21:22:34;hashtag;1
azutaxi;cuenca;solicitud cliente;no acepto tarjeta;null;null;null;2024-01-19 21:13:18;hashtag;1
azutaxi;cuenca;solicitud conductor;no dirige bien la ubicación donde se dirige;null;null;null;2024-01-16 20:03:18;hashtag;2
azutaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-03-15 20:36:36;hashtag;2
ktaxi;cochabamba;eliminar cuenta;ninguna observación;null;-17.380558;-66.183965;2024-02-17 13:47:39;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-01 07:02:05;hashtag;1
azutaxi;cuenca;solicitud conductor;de referencia no tiene sentido no hay el lugar y el y el cliente no está en la dirección solicitada. me tocó dar la vuelta y el cliente no aparece;null;null;null;2024-03-02 18:40:46;hashtag;1
azutaxi;cuenca;solicitud cliente;no llego  nunca llegó;desde web: se realiza el seguimiento del conductor;null;null;2024-04-06 08:08:02;hashtag;1
ktaxi;loja;eliminar cuenta;esta duplicado;null;-3.998449;-79.206733;2024-01-26 23:12:52;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-02 19:49:12;hashtag;1
unitaxi;quito;solicitud cliente;canceló solicitud;null;null;null;2024-02-08 15:44:18;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió;null;null;null;2024-04-25 07:37:12;hashtag;1
azutaxi;cuenca;solicitud conductor;no paga lo justo y se baja rápido;null;null;null;2024-02-11 19:07:43;hashtag;1
azutaxi;cuenca;solicitud conductor;pide y no sale;null;null;null;2024-01-28 11:12:17;hashtag;1
ktaxi;ambato;solicitud conductor;juega con la aplicación se le llama incluso y dice que le espera ya sale de deja pasajeros en el camino por brindarle el servicio el combustible no es gratis tiempo de espera más de 5 minutos que falta de respeto;desde web: se notifica a la cliente que el tiempo de espera es máximo de 3 minutos que esté atenta al tiempo asignado por el conductor;null;null;2024-02-03 05:43:33;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-11 11:46:50;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva;null;null;null;2024-03-02 23:51:25;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pide y luego cancela;null;null;null;2024-03-30 16:19:53;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-04 15:55:39;hashtag;1
ktaxi;ibarra;más contactable;número más contable;desde web: se atiende por interno al cliente;0.350112;-78.118682;2024-03-19 12:56:37;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;o no ocupas el taxi;null;null;null;2024-02-07 12:09:27;hashtag;1
azutaxi;cuenca;solicitud conductor;la señora no quiere pagar me agrede;null;null;null;2024-03-24 09:47:50;hashtag;2
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-02-29 21:51:43;hashtag;1
azutaxi;cuenca;solicitud conductor;no hay respuesta;null;null;null;2024-02-09 07:49:37;hashtag;2
azutaxi;cuenca;solicitud conductor;cliente se va n0 esperar que dice q ya esta a bordo y mo es así;null;null;null;2024-03-28 13:47:03;hashtag;1
ktaxi;loja;solicitud conductor;cancelo la carrera a través de mensaje;null;null;null;2024-04-04 13:48:28;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud  nunca llegó;null;null;null;2024-03-14 22:22:45;hashtag;1
azutaxi;cuenca;solicitud conductor;puso a.bordoooo;null;null;null;2024-04-21 19:49:21;hashtag;1
azutaxi;cuenca;solicitud cliente;tarda demasiado;null;null;null;2024-04-16 10:38:22;hashtag;1
azutaxi;cuenca;solicitud conductor;llegué al ubicación pero nunca salió dijo q ya salía y nunca salió;null;null;null;2024-03-31 10:56:53;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-01-01 17:45:38;hashtag;1
azutaxi;cuenca;solicitud conductor;porfa pide y nunca salio puso q esta a borfo nunca salio;null;null;null;2024-03-30 22:57:18;hashtag;1
azutaxi;cuenca;solicitud cliente;uso teléfono hablo/chat;null;null;null;2024-02-25 03:32:00;hashtag;2
azutaxi;cuenca;solicitud cliente;no llego;desde web: caso no relevante, se revisó la bitácora;null;null;2024-02-10 07:49:18;hashtag;2
azutaxi;cuenca;solicitud conductor;pésimo;null;null;null;2024-01-02 11:41:52;hashtag;1
azutaxi;cuenca;solicitud conductor;sin respuesta del cliente;null;null;null;2024-04-05 21:45:19;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-14 22:46:58;hashtag;1
ktaxi;cuenca;solicitud conductor;cancelo;null;null;null;2024-04-13 08:20:24;hashtag;1
azutaxi;cuenca;solicitud cliente;m;null;null;null;2024-03-12 09:07:16;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-01 21:15:52;hashtag;1
azutaxi;cuenca;solicitud conductor;pide la unidad y cancela hace perder tiempo;null;null;null;2024-01-07 21:34:48;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale se le llama y no contesta;null;null;null;2024-01-27 20:03:13;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente se demora en salir y encima no quiere pagar lo que marca el taxímetro indica que desde la florira a solca todos los días paga 2 dólares y el taxímetro marca 3.08;null;null;null;2024-02-06 08:33:24;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente se va en otra unidad;null;null;null;2024-02-27 07:58:37;hashtag;1
clipp;loja;solicitud cliente;no me recogió el conductor;null;null;null;2024-02-23 19:53:50;hashtag;1
ktaxi;null;pre-registro;#39249717  #estoydispuestoalcambio  #quieroserconductor | pedir taxiciudad:cuenca |;null;-2.904183;-79.012853;2024-03-17 06:54:51;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
ktaxi;loja;solicitud conductor;el cliente finalizó;null;null;null;2024-01-23 18:54:20;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-02-05 14:43:51;hashtag;2
azutaxi;cuenca;solicitud conductor;mal la dirección;null;null;null;2024-03-21 16:14:31;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-17 14:50:03;hashtag;1
ktaxi;quevedo;solicitud cliente;desesperado y ciego;null;null;null;2024-04-20 16:11:05;hashtag;1
ktaxi;ambato;solicitud conductor;me candela al momento que llego al destino;null;null;null;2024-03-13 12:22:25;hashtag;1
ktaxi;babahoyo;llamada a conductor desde historial;se me quedaron las llaves;null;-1.803635;-79.531399;2024-04-22 20:38:59;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
pinos chiclayo;chiclayo;solicitud cliente;canceló solicitud;desde web: buen día omar lamentamos el inconveniente y te ofrecemos nuestras  sinceras disculpas, estamos capacitando a nuestros conductores para mejorar nuestro servicio para bienestar de nuestros clientes. gracias por confiar en pinos chiclayo;null;null;2024-03-03 19:19:46;hashtag;1
azutaxi;cuenca;solicitud cliente;esta señora no tiene por qué estar en esta aplicación   actitud desagradable;null;null;null;2024-02-24 18:08:51;hashtag;1
azutaxi;cuenca;solicitud conductor;lleva mascota y no reconoce de la mascota se pone más molesta silo por decir;null;null;null;2024-03-18 09:13:06;hashtag;1
azutaxi;cuenca;solicitud conductor;botón abordo desactivado;null;null;null;2024-03-20 09:31:52;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancela la carrera;null;null;null;2024-05-03 14:31:02;hashtag;1
azutaxi;cuenca;eliminar cuenta;me voy de el país;null;-2.900398;-79.025055;2024-03-11 11:42:20;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;quevedo;solicitud cliente;nunca llegó a mi domicilio;null;null;null;2024-04-03 08:51:11;hashtag;1
azutaxi;cuenca;carrera;pana ven a vernos al vergel  no hay taxis jejejeje;null;-2.907145;-79.003672;2024-02-08 18:44:21;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;mal educado;null;null;null;2024-05-02 14:26:59;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió cliente.....contesta sms;null;null;null;2024-03-23 10:27:51;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-01-13 17:39:27;hashtag;1
ktaxi;loja;solicitud cliente;jajajajaja;null;null;null;2024-04-23 17:58:41;hashtag;1
ktaxi;ambato;solicitud conductor;pésimo cliente;desde web: cliente boqueado por mal uso de la app;null;null;2024-03-03 00:38:25;hashtag;1
azutaxi;cuenca;solicitud cliente;mmmm;null;null;null;2024-04-25 07:25:15;hashtag;2
azutaxi;cuenca;solicitud conductor;canselo;null;null;null;2024-01-17 15:51:14;hashtag;2
ktaxi;ambato;solicitud conductor;pesimo cliwnte nunca salio;null;null;null;2024-02-07 20:03:04;hashtag;2
azutaxi;cuenca;solicitud conductor;botón abordo desactivado;null;null;null;2024-03-29 21:31:07;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;desde web: solicitud no atendida por el condcutor;null;null;2024-01-10 11:31:49;hashtag;1
azutaxi;cuenca;solicitud cliente;no llega y no contesta el celular;desde web: caso no relevante, se revisó la bitácora;null;null;2024-02-16 12:18:46;hashtag;1
unitaxi;quito;pre-registro;#1718949140  #estoydispuestoalcambio  #quieroserconductor | servicio de taxi;null;-0.090902;-78.440933;2024-01-21 17:04:13;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
ktaxi;riobamba;solicitud conductor;no sale y me tiene esperando;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;null;null;2024-02-23 22:25:08;hashtag;1
azutaxi;cuenca;llamada a conductor desde historial;se me quedaron las llame. en el auto;desde web: el caso se atendió en el otro sistema;-2.885444;-79.004018;2024-04-09 20:16:15;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
ktaxi;ambato;pedí el servicio de taxi ;por favor es urgente me recogió en bolívar sevilla e isaías toro ruiz;null;-1.243250;-78.627706;2024-01-31 09:19:49;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;quevedo;solicitud cliente;muy bien;null;null;null;2024-03-07 21:34:06;hashtag;2
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;null;null;2024-04-08 18:38:43;hashtag;1
ktaxi;ibarra;eliminar cuenta;ya no lo necesito;desde web: se atiende al cliente para ayudarle con el proceso de eliminar cuenta;0.336031;-78.122433;2024-05-06 17:23:18;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-11 18:39:11;hashtag;1
ktaxi;ambato;solicitud cliente;llevó otro cliente  actitud desagradable  nunca llegó;null;null;null;2024-02-24 01:06:30;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;null;null;null;2024-03-16 09:28:35;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-03-19 19:46:44;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-05-06 08:03:36;hashtag;2
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-03-11 16:22:38;hashtag;1
azutaxi;cuenca;llamada a conductor desde historial;pérdida de llaves;null;-2.897010;-79.014130;2024-04-25 19:42:09;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud conductor;marca mal la inicacion;null;null;null;2024-05-04 15:00:44;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pone abordo y no le lleve;null;null;null;2024-02-20 18:54:14;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale miente;null;null;null;2024-03-02 20:23:01;hashtag;1
azutaxi;cuenca;eliminar cuenta;no me deja cambiar mi número;null;-2.917797;-79.031697;2024-02-02 21:45:55;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: exceso de carreras cancelas, condcutor sancionado;null;null;2024-02-17 16:09:42;hashtag;1
azutaxi;cuenca;solicitud conductor;dat bloqueando a este cliente pide taxi y se vaen otro;null;null;null;2024-03-15 23:10:38;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-24 21:29:21;hashtag;1
azutaxi;cuenca;solicitud conductor;ubica mal el gps y no contesta para nada 😶 perdida de tiempo;null;null;null;2024-03-28 19:10:05;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro demasiado una carrera llevando un paquete sin poner taxímetro   actitud desagradable;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-05 22:18:24;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale en la ubicación;null;null;null;2024-03-18 12:39:19;hashtag;1
azutaxi;cuenca;solicitud conductor;llama y no utiliza la unidad;null;null;null;2024-01-05 07:14:10;hashtag;1
azutaxi;cuenca;solicitud cliente;se demora mucho estoy de emergencia;null;null;null;2024-03-13 18:33:23;hashtag;2
